_id,0_OCLCCN,01_isbn,02_isbn_pubname,03_isbn_countryname,10_title,11_statement_of_responsibility,12_publisher_place,13_publisher_name,14_publication_date,15_content_code,16_content_type_term,17_content_source,18_media_code,19_media_type_term,1_leader_type,20_media_source,21_carrier_code,22_topical_term,23_form_subdivision,24_heading_source,25_authority_record_control_num,26_geographical_subdivision,27_geo_name,28_geo_source_of_headingwterm,29_geo_arn,2_physical_desc,31_host_item,32_series_title,33_series_volume,34_form_data,35_source_of_term,36_index_arn,3_place,4_language,5_catalogue_source,6_lccn,8_personal_name,9_relation,cluster_name,cluster_number,cluster_name_connaway,cluster_num_connaway,
414,926682585,0,Blanks,Blanks,Full use of the epson MX-80 :,Blanks,Estados Unidos :,"McGraw-Hill,",1983,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Byte,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Wallace, Neil.",aut,MGH,2,MGH,2,
415,926697693,0,Blanks,Blanks,Netware 4.0 :,Blanks,Estados Unidos :,"McGraw-Hill,",1992,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Data Communications,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Ruiz, Ben.",aut,MGH,2,MGH,2,
416,926697802,0,Blanks,Blanks,Netware 4.0 :,Blanks,Estados Unidos :,"McGraw-Hill,",1993,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Data Communications,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Herron, John.",aut,MGH,2,MGH,2,
417,926697966,0,Blanks,Blanks,Heroes of the help desk :,Blanks,Estados Unidos :,"McGraw-Hill,",1992,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Data Communications,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Muns, Ronald.",aut,MGH,2,MGH,2,
418,926697992,0,Blanks,Blanks,Videoconferencing :,Blanks,Estados Unidos :,"McGraw-Hill,",1992,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Data Communications,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Richardson, Steve.",aut,MGH,2,MGH,2,
419,926701515,0,Blanks,Blanks,SMP :,Blanks,Estados Unidos :,"McGraw-Hill,",1996,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Data Communications,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Hurd, Jim.",aut,MGH,2,MGH,2,
420,926729684,0,Blanks,Blanks,New leaders of the client /,server migration.,Estados Unidos :,"McGraw-Hill,",1996,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Byte,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Hettler, Mark.",aut,MGH,2,MGH,2,
421,926772692,0,Blanks,Blanks,Desempleo :,Blanks,Estados Unidos :,"McGraw-Hill,",1983,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,International Management,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Hill, Roy.",aut,MGH,2,MGH,2,
422,926773068,0,Blanks,Blanks,El plan de recuperacion de Montedison :,Blanks,Estados Unidos :,"McGraw-Hill,",1984,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,International Management,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Bickerstaffe, George.",aut,MGH,2,MGH,2,
423,926844635,0,Blanks,Blanks,"""A fiasco for Germany"" :",Blanks,"New York, NY :","McGraw-Hill,",1997,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Peterson, Thane.",aut,MGH,2,MGH,2,
424,926851885,0,Blanks,Blanks,Dinosaur rescue :,Blanks,"New York, NY :","McGraw-Hill,",1997,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Power, Christopher.",aut,MGH,2,MGH,2,
425,926855596,0,Blanks,Blanks,Riding out the storm :,Blanks,"New York, NY :","McGraw-Hill,",1997,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Barrett, Amy.",aut,MGH,2,MGH,2,
426,926864533,0,Blanks,Blanks,Molded circuit boards :,Blanks,Estados Unidos :,"McGraw-Hill,",01-JUL-1985.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Modern Plastics International,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Wood, A. Stuart.",aut,MGH,2,MGH,2,
427,926872311,0,Blanks,Blanks,Startrups to the rescue :,Blanks,"New York, NY :","McGraw-Hill,",1998,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Flynn, Julia.",aut,MGH,2,MGH,2,
428,926875864,0,Blanks,Blanks,Holding ogg Asia's assault :,Blanks,"New York, NY :","McGraw-Hill,",1998,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Malkin, Elisabeth.",aut,MGH,2,MGH,2,
429,926893337,0,Blanks,Blanks,South Korea :,Blanks,"New York, NY :","McGraw-Hill,",1998,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Ihlwan, Moon.",aut,MGH,2,MGH,2,
430,926896341,0,Blanks,Blanks,Telecommunications :,Blanks,"New York, NY :","McGraw-Hill,",1998,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Echikson, William.",aut,MGH,2,MGH,2,
431,926898674,0,Blanks,Blanks,Enterprise databases battle on :,Blanks,Estados Unidos :,"McGraw-Hill,",1998,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Byte,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Watterson, Karen.",aut,MGH,2,MGH,2,
432,926928485,0,Blanks,Blanks,"Taiwan, stan shih's moment of truth :",Blanks,"New York, NY :","McGraw-Hill,",1998,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Moore, Jonathan.",aut,MGH,2,MGH,2,
433,926951880,0,Blanks,Blanks,Good medicine for Astra :,Blanks,"New York, NY :","McGraw-Hill,",1998,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Kranz, Patricia.",aut,MGH,2,MGH,2,
434,926951974,0,Blanks,Blanks,Day trading's day of reckoning? :,Blanks,"New York, NY :","McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Smith, Geoffrey.",aut,MGH,2,MGH,2,
435,926952030,0,Blanks,Blanks,Bosses under fire :,Blanks,"New York, NY :","McGraw-Hill,",1998,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Flynn, Julia.",aut,MGH,2,MGH,2,
436,926955953,0,Blanks,Blanks,The internet :,Blanks,"New York, NY :","McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Baker, Stephen.",aut,MGH,2,MGH,2,
437,926961200,0,Blanks,Blanks,"In Asia, dreaming of nasdaq :",Blanks,"New York, NY :","McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Edmondson, Gail.",aut,MGH,2,MGH,2,
438,926967174,0,Blanks,Blanks,LDAP :,Blanks,Estados Unidos :,"McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Data Communications,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Howes, Tim.",aut,MGH,2,MGH,2,
439,926967862,0,Blanks,Blanks,Can murdoch invade Europe :,Blanks,"New York, NY :","McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Reed, Stanley.",aut,MGH,2,MGH,2,
440,926986056,0,Blanks,Blanks,Pounding the virtual pavement :,Blanks,"New York, NY :","McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,Blanks,Blanks,MGH,2,MGH,2,
441,926997984,0,Blanks,Blanks,Default time in latin America :,Blanks,"New York, NY :","McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Katz, Ian.",aut,MGH,2,MGH,2,
442,926998704,0,Blanks,Blanks,"Trade, high tech exports :",Blanks,"New York, NY :","McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Crock, Stan.",aut,MGH,2,MGH,2,
443,927014644,0,Blanks,Blanks,Fresh strains of unzappable bugs :,Blanks,"New York, NY :","McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Carey, John.",aut,MGH,2,MGH,2,
444,927019698,0,Blanks,Blanks,In a bind at mindspring :,Blanks,"New York, NY :","McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Foust, Dean.",aut,MGH,2,MGH,2,
445,927024264,0,Blanks,Blanks,India's youth :,Blanks,"New York, NY :","McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Kripalani, Manjeet.",aut,MGH,2,MGH,2,
446,927027095,0,Blanks,Blanks,A new Japan? :,Blanks,"New York, NY :","McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Bremner, Brian.",aut,MGH,2,MGH,2,
447,927027681,0,Blanks,Blanks,The best offshore funds :,Blanks,"New York, NY :","McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Weber, Joseph.",aut,MGH,2,MGH,2,
448,927029499,0,Blanks,Blanks,Broadband wireless :,Blanks,Estados Unidos :,"McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Data Communications,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Rysavy, Peter.",aut,MGH,2,MGH,2,
449,927033069,0,Blanks,Blanks,Indonesia :,Blanks,"New York, NY :","McGraw-Hill,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Shari, Michael.",aut,MGH,2,MGH,2,
450,927044572,0,Blanks,Blanks,Japan's web spinners :,Blanks,"New York, NY :","McGraw-Hill,",13-MAR-2000.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Kunii, Irene M.",aut,MGH,2,MGH,2,
451,927051936,0,Blanks,Blanks,Mating season for foodmakers :,Blanks,"New York, NY :","McGraw-Hill,",22-MAY-2000.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Barrett, Amy.",aut,MGH,2,MGH,2,
452,927053763,0,Blanks,Blanks,Cisco :,Blanks,"New York, NY :","McGraw-Hill,",05-JUN-2000.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,Blanks,Blanks,MGH,2,MGH,2,
453,927060198,0,Blanks,Blanks,Daimlerchrysler's potholes :,Blanks,"New York, NY :","McGraw-Hill,",31-JUL-2000.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Muller, Joann.",aut,MGH,2,MGH,2,
454,927078355,0,Blanks,Blanks,Worldcom :,Blanks,"New York, NY :","McGraw-Hill,",20-NOV-2000.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Haddad, Charles.",aut,MGH,2,MGH,2,
455,927082358,0,Blanks,Blanks,A bourse for the world? :,Blanks,"New York, NY :","McGraw-Hill,",15-JAN-2001.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Lichtblau, Julia.",aut,MGH,2,MGH,2,
456,927082632,0,Blanks,Blanks,ZAP! here comes electricity trading :,Blanks,"New York, NY :","McGraw-Hill,",11-DEC-2000.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Fairlamb, David.",aut,MGH,2,MGH,2,
457,927086024,0,Blanks,Blanks,Trying to break the choke hold :,Blanks,"New York, NY :","McGraw-Hill,",22-JAN-2001.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Symonds, William C.",aut,MGH,2,MGH,2,
458,927091526,0,Blanks,Blanks,India 3.0 :,Blanks,"New York, NY :","McGraw-Hill,",26-FEB-2001.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Einhorn, Bruce.",aut,MGH,2,MGH,2,
459,927092372,0,Blanks,Blanks,Brain drain at the b-schools :,Blanks,"New York, NY :","McGraw-Hill,",05-MAR-2001.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Merritt, Jennifer.",aut,MGH,2,MGH,2,
460,927093619,0,Blanks,Blanks,How bad will it get? :,Blanks,"New York, NY :","McGraw-Hill,",12-MAR-2001.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Coy, Peter.",aut,MGH,2,MGH,2,
461,819816490,0,Blanks,Blanks,Tratamiento microscopico de los errores de procedimiento.,Blanks,Me?xico :,"McGraw-Hill Interamericana,",1997,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Complicaciones.,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Clinicas Odontologicas de Norteamerica,Blanks,Blanks,Blanks,Blanks,Blanks,mx,sp,Blanks,0,"Wong, Ralan.",aut,MGH,2,MGH,2,
462,819817823,0,Blanks,Blanks,El arte y la ciencia del pulido y el acabado abrasivos en la odontologia restauradora.,Blanks,Me?xico :,"McGraw-Hill Interamericana,",1998,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Odontologia restauradora.,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Clinicas Odontologicas de Norteamerica,Blanks,Blanks,Blanks,Blanks,Blanks,mx,sp,Blanks,0,"Jefferies, Steven R.",aut,MGH,2,MGH,2,
463,819866191,0,Blanks,Blanks,Virus del herpes y otros microorganismos importantes en odontologia.,Blanks,Me?xico :,"McGraw-Hill Interamericana,",1991,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Infecciones por herpes virus.,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Clinicas Odontologicas de Norteamerica,Blanks,Blanks,Blanks,Blanks,Blanks,mx,sp,Blanks,0,"Merchant, Virginia A.",aut,MGH,2,MGH,2,
464,819877844,0,Blanks,Blanks,"Estabilizacion y ferulas dentales, antes y despues del tratamiento periuodontal con dentaduras parciales fijas.",Blanks,Me?xico :,"McGraw-Hill Interamericana,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Protesis fija.,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Clinicas Odontologicas de Norteamerica,Blanks,Blanks,Blanks,Blanks,Blanks,mx,sp,Blanks,0,"Siegel, Sharon C.",aut,MGH,2,MGH,2,
465,819877847,0,Blanks,Blanks,Consideraciones esteticas anteriores en la aplicacion de ferulas dentales.,Blanks,Me?xico :,"McGraw-Hill Interamericana,",1999,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Estabilizacion dentaria.,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Clinicas Odontologicas de Norteamerica,Blanks,Blanks,Blanks,Blanks,Blanks,mx,sp,Blanks,0,"Strassler, Howard E.",aut,MGH,2,MGH,2,
466,819881884,0,Blanks,Blanks,Actitudes que influyen en la utilizacion de los protectores orales.,Blanks,Me?xico :,"McGraw-Hill Interamericana,",2000,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Lesiones deportivas.,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Clinicas Odontologicas de Norteamerica,Blanks,Blanks,Blanks,Blanks,Blanks,mx,sp,Blanks,0,"Gardiner, Diana M.",aut,MGH,2,MGH,2,
467,819933683,0,Blanks,Blanks,Procedimientos con laser en tejidos duros.,Blanks,Me?xico :,"McGraw-Hill Interamericana,",2000,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Caries dental,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Clinicas Odontologicas de Norteamerica,Blanks,Blanks,Blanks,Blanks,Blanks,mx,sp,Blanks,0,"Gimbel, Craig B.",aut,MGH,2,MGH,2,
468,926134132,0,Blanks,Blanks,Can thai tech go high-tech?. Bangkok wants to move beyond piece work.,Blanks,"New York, NY :","McGraw-Hill,",21-MAY-2001.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Balfour, Frederik.",aut,MGH,2,MGH,2,
469,926175037,0,Blanks,Blanks,Rebuilding Afganistan. Winning the peace.,Blanks,"New York, NY :","McGraw-Hill,",03-DEC-2001.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Walczak, Lee.",aut,MGH,2,MGH,2,
470,926195398,0,Blanks,Blanks,The new surge in electricity. Moving more juice through the wires.,Blanks,"New York, NY :","McGraw-Hill,",25-FEB-2002.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Port, Otis.",aut,MGH,2,MGH,2,
471,926229128,0,Blanks,Blanks,The boon behind the bubble.,Blanks,"New York, NY :","McGraw-Hill,",15-JUL-2002.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Bloomberg businessweek,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,0,"Mandel, Michael J.",aut,MGH,2,MGH,2,
472,926232684,0,Blanks,Blanks,New disc format may move acrylic into optical media.,Blanks,Estados Unidos :,"McGraw-Hill,",01-AUG-2002.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Industria discogra?fica.,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Modern Plastics International,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Mapleston, Peter.",aut,MGH,2,MGH,2,
473,926239814,0,Blanks,Blanks,Auxiliaries size reduction.,Blanks,Estados Unidos :,"McGraw-Hill,",01-OCT-2001.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Productos plasticos-Maquinaria.,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Modern Plastics International,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,Blanks,Blanks,MGH,2,MGH,2,
474,926239830,0,Blanks,Blanks,Husky is pivotal player as technology expands reach.,Blanks,Estados Unidos :,"McGraw-Hill,",01-OCT-2000.,txt,texto,rdacontent/spa,n,sin mediacio?n,a,rdamedia/spa,Blanks,Procesos de manufactura.,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Modern Plastics International,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Snyder, Merle R.",aut,MGH,2,MGH,2,
